RespID,ppl_like_you,President,Congress,Supreme_Court,CDC,Election_officials,Intelligence,Media,Police,USPS,age,education,race,gender,income_cat,voter_cat
471875,3.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,32,College,White,Female,$75-125k,sporadic
471877,3.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,78,High school or less,White,Female,Less than $40k,sporadic
471878,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,39,High school or less,Hispanic,Female,Less than $40k,sporadic
471879,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,67,College,Other/Mixed,Male,$40-75k,sporadic
471881,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,32,College,White,Female,$75-125k,rarely/never
471882,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,52,High school or less,White,Male,$125k or more,sporadic
471883,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,66,College,White,Male,$125k or more,always
471884,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,37,College,White,Female,$125k or more,rarely/never
471885,4.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,33,High school or less,White,Female,$40-75k,rarely/never
471886,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,75,College,Black,Female,$75-125k,always
471887,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,68,Some college,White,Female,$40-75k,sporadic
471888,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,85,Some college,White,Female,$75-125k,sporadic
471889,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,68,College,Hispanic,Male,$40-75k,sporadic
471893,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,53,High school or less,White,Male,Less than $40k,sporadic
471895,3.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,60,High school or less,Black,Male,Less than $40k,always
471896,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,37,High school or less,White,Male,$40-75k,rarely/never
471897,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,81,High school or less,White,Female,$40-75k,always
471898,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,64,College,White,Female,$125k or more,sporadic
471900,1.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,47,High school or less,White,Male,$125k or more,sporadic
482034,3.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,43,College,Hispanic,Male,$125k or more,sporadic
471901,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,74,High school or less,White,Female,$75-125k,always
471902,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,84,High school or less,White,Female,$40-75k,always
482038,2.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,61,College,Black,Male,$75-125k,sporadic
471904,3.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,63,College,Black,Female,$75-125k,always
471906,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,77,High school or less,White,Female,Less than $40k,always
471910,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,34,College,White,Female,$40-75k,sporadic
471912,3.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,56,College,White,Female,$75-125k,always
471914,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,53,Some college,White,Female,$40-75k,sporadic
471915,,,,,2.0,,2.0,,2.0,2.0,57,High school or less,White,Male,$40-75k,rarely/never
471916,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,41,Some college,White,Female,$40-75k,always
482053,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,40,Some college,Black,Female,Less than $40k,always
482054,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,81,Some college,White,Female,$75-125k,always
471917,4.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,22,Some college,White,Male,$40-75k,always
471918,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,51,High school or less,White,Female,$40-75k,rarely/never
471919,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,56,College,Black,Female,$75-125k,always
471920,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,60,High school or less,Black,Male,$40-75k,rarely/never
471922,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,41,College,White,Female,$75-125k,sporadic
471923,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,71,Some college,White,Male,$40-75k,always
471926,4.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,3.0,48,High school or less,White,Male,$75-125k,sporadic
482067,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,59,High school or less,Black,Female,$40-75k,always
471928,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,44,College,White,Male,$125k or more,rarely/never
471929,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,27,Some college,Hispanic,Male,$75-125k,always
471930,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,60,High school or less,White,Female,$40-75k,sporadic
471931,4.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,29,College,White,Female,$40-75k,always
471932,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,35,College,White,Female,$40-75k,sporadic
471933,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,29,High school or less,Hispanic,Male,Less than $40k,rarely/never
471934,4.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,62,Some college,White,Female,$75-125k,always
471935,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,70,High school or less,Other/Mixed,Female,$75-125k,sporadic
471936,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,24,Some college,White,Male,$40-75k,rarely/never
471937,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,80,High school or less,White,Male,$40-75k,always
471938,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,50,High school or less,White,Male,$40-75k,always
471939,,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,60,Some college,White,Female,$75-125k,sporadic
471941,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,59,High school or less,White,Female,$40-75k,always
471944,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,39,Some college,White,Male,Less than $40k,sporadic
471945,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,75,Some college,Black,Male,$125k or more,sporadic
471947,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,31,High school or less,White,Male,$75-125k,rarely/never
471948,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,80,High school or less,White,Male,Less than $40k,sporadic
471949,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,58,Some college,Black,Female,$40-75k,sporadic
471950,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,52,College,Black,Female,Less than $40k,sporadic
471953,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,57,Some college,Hispanic,Male,$40-75k,rarely/never
471954,1.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,52,High school or less,Hispanic,Female,$40-75k,rarely/never
471955,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,31,College,White,Female,$75-125k,always
471957,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,72,High school or less,White,Female,Less than $40k,sporadic
471958,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,67,College,Other/Mixed,Female,$125k or more,always
471959,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,32,College,Other/Mixed,Female,Less than $40k,sporadic
471960,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,85,High school or less,White,Female,Less than $40k,rarely/never
471961,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,36,College,White,Male,$125k or more,rarely/never
471962,4.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,73,Some college,White,Male,$40-75k,sporadic
471963,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,65,College,Black,Male,$40-75k,sporadic
471964,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,47,Some college,White,Male,$75-125k,rarely/never
471965,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,33,High school or less,Black,Female,Less than $40k,sporadic
471966,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,45,College,White,Female,$75-125k,sporadic
471967,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,77,College,White,Male,$75-125k,sporadic
471968,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,26,Some college,White,Male,Less than $40k,rarely/never
471969,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,58,Some college,White,Male,$125k or more,sporadic
471970,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,27,Some college,Black,Male,Less than $40k,rarely/never
482113,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,32,Some college,White,Female,$75-125k,rarely/never
471972,3.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,64,College,White,Female,$75-125k,sporadic
471973,4.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,43,High school or less,Hispanic,Male,$40-75k,sporadic
471975,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,50,High school or less,Black,Female,$75-125k,sporadic
471976,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,64,College,White,Female,$40-75k,always
471977,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,73,College,White,Male,$75-125k,sporadic
471978,4.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,28,High school or less,White,Female,$75-125k,rarely/never
471982,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,46,Some college,White,Male,$75-125k,sporadic
471983,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,32,College,Other/Mixed,Male,$125k or more,rarely/never
471986,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,50,Some college,Black,Male,$40-75k,sporadic
471987,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,31,High school or less,White,Female,Less than $40k,rarely/never
471989,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,80,College,Black,Female,$75-125k,always
471990,1.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,51,Some college,White,Male,$40-75k,sporadic
471994,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,4.0,55,High school or less,White,Male,Less than $40k,sporadic
471996,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,68,High school or less,White,Male,$40-75k,sporadic
471997,2.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,61,Some college,White,Male,$75-125k,sporadic
471999,2.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,76,Some college,White,Female,Less than $40k,always
472000,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,49,College,Black,Female,$75-125k,always
472002,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,69,Some college,White,Male,$75-125k,always
472003,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,54,Some college,Black,Male,$40-75k,sporadic
472004,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,80,High school or less,White,Female,Less than $40k,always
472008,2.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,63,College,Black,Male,$40-75k,always
472009,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,62,Some college,White,Male,$125k or more,always
472010,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,51,College,White,Female,Less than $40k,sporadic
482153,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,54,Some college,Other/Mixed,Female,$125k or more,sporadic
472011,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,48,Some college,White,Female,$75-125k,rarely/never
472012,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,48,College,Hispanic,Male,$75-125k,sporadic
472013,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,43,High school or less,White,Female,$75-125k,rarely/never
472014,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,74,College,White,Male,$125k or more,always
472015,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,50,College,White,Female,$125k or more,sporadic
472016,4.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,34,Some college,Hispanic,Female,$125k or more,sporadic
472017,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,64,High school or less,Black,Male,Less than $40k,sporadic
482161,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,56,Some college,Black,Male,Less than $40k,sporadic
482162,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,36,College,White,Male,$125k or more,sporadic
472018,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,76,High school or less,White,Male,$125k or more,always
472019,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,64,High school or less,White,Male,Less than $40k,sporadic
472020,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,31,College,White,Female,$75-125k,rarely/never
472021,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,61,Some college,White,Male,$125k or more,always
472022,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,36,High school or less,Hispanic,Female,$40-75k,rarely/never
482169,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,34,High school or less,Black,Female,Less than $40k,rarely/never
472024,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,29,High school or less,White,Female,$75-125k,rarely/never
472029,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,64,College,White,Male,$75-125k,always
472030,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,35,College,White,Female,$75-125k,always
472031,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,32,High school or less,White,Female,Less than $40k,rarely/never
472032,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,34,College,Other/Mixed,Female,$125k or more,sporadic
472033,3.0,1.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,58,College,White,Male,$75-125k,sporadic
472034,4.0,,,,2.0,,,4.0,,2.0,84,High school or less,White,Female,Less than $40k,always
472036,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,47,High school or less,Hispanic,Female,Less than $40k,rarely/never
472037,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,66,College,White,Male,$125k or more,always
472039,4.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,55,College,Other/Mixed,Male,$125k or more,sporadic
472041,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,22,High school or less,White,Male,$40-75k,always
472042,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,54,College,Black,Male,$75-125k,sporadic
472043,3.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,23,Some college,White,Male,$75-125k,always
472044,4.0,4.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,41,High school or less,White,Male,$40-75k,rarely/never
472045,1.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,59,College,White,Female,$125k or more,always
472046,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,36,High school or less,White,Female,Less than $40k,sporadic
472047,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,73,Some college,Black,Male,$40-75k,always
472048,3.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,62,High school or less,White,Female,$40-75k,always
482196,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,64,High school or less,White,Female,$75-125k,sporadic
472050,2.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,61,High school or less,White,Female,$40-75k,sporadic
482198,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,62,College,Black,Male,$40-75k,always
472051,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,62,Some college,Black,Female,$125k or more,always
472053,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,55,High school or less,White,Male,Less than $40k,sporadic
472054,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,28,Some college,Hispanic,Male,Less than $40k,always
472055,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,63,Some college,White,Female,Less than $40k,always
472056,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,65,College,White,Female,$125k or more,always
472057,4.0,1.0,,,1.0,2.0,1.0,4.0,1.0,1.0,75,High school or less,Hispanic,Female,Less than $40k,always
472058,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,68,High school or less,White,Female,$75-125k,sporadic
472059,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,85,Some college,White,Male,Less than $40k,sporadic
472060,3.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,55,Some college,Other/Mixed,Male,Less than $40k,rarely/never
482210,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,28,Some college,White,Male,$40-75k,rarely/never
472062,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,66,High school or less,White,Male,Less than $40k,always
472063,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,38,High school or less,Black,Female,$75-125k,sporadic
472064,4.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,66,High school or less,Hispanic,Female,Less than $40k,sporadic
472065,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,71,High school or less,Hispanic,Male,Less than $40k,sporadic
472066,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,64,Some college,White,Male,$75-125k,always
472067,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,57,College,White,Female,$75-125k,sporadic
472068,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,30,High school or less,Black,Female,$40-75k,sporadic
472069,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,43,High school or less,White,Male,$75-125k,rarely/never
472070,3.0,3.0,4.0,3.0,,2.0,4.0,,3.0,4.0,33,High school or less,Black,Male,Less than $40k,rarely/never
472071,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,67,College,White,Male,$125k or more,sporadic
472072,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,28,High school or less,Hispanic,Female,$40-75k,rarely/never
472074,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,37,Some college,Hispanic,Male,Less than $40k,sporadic
472079,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,34,College,Black,Male,$75-125k,sporadic
472080,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,36,College,White,Male,$125k or more,sporadic
472082,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,32,College,White,Male,$125k or more,sporadic
472084,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,55,College,White,Male,$125k or more,always
472085,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,54,College,White,Male,$125k or more,sporadic
472086,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,30,College,Black,Female,$40-75k,always
472087,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,34,College,Black,Female,$40-75k,sporadic
472088,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,50,High school or less,White,Male,$75-125k,always
472089,4.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,37,Some college,Hispanic,Female,$75-125k,rarely/never
472093,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,34,High school or less,White,Female,$40-75k,sporadic
472094,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,57,High school or less,White,Female,$75-125k,always
472095,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,58,Some college,White,Male,Less than $40k,rarely/never
472096,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,29,College,White,Female,$75-125k,rarely/never
472097,3.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,41,College,Black,Male,$75-125k,always
472098,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,66,Some college,White,Male,$40-75k,always
472099,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,51,College,Hispanic,Male,$75-125k,sporadic
472100,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,38,College,Other/Mixed,Female,$75-125k,rarely/never
472102,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,64,College,Hispanic,Female,Less than $40k,rarely/never
472104,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,70,College,Other/Mixed,Female,$125k or more,always
472105,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,74,High school or less,White,Male,$40-75k,always
472106,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,50,High school or less,White,Male,$40-75k,always
472108,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,53,Some college,White,Male,$125k or more,rarely/never
472110,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,54,College,White,Female,$75-125k,rarely/never
472111,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,59,High school or less,White,Female,Less than $40k,sporadic
472113,4.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,49,High school or less,White,Male,$75-125k,rarely/never
482264,4.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,79,College,Black,Male,$125k or more,always
472115,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,83,High school or less,White,Female,Less than $40k,sporadic
472116,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,61,High school or less,Black,Female,Less than $40k,always
472117,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,48,Some college,White,Male,$40-75k,sporadic
472121,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,67,High school or less,Hispanic,Female,Less than $40k,sporadic
472124,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,82,High school or less,White,Male,Less than $40k,always
472127,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,61,High school or less,White,Female,$40-75k,sporadic
472128,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,45,College,White,Female,$125k or more,sporadic
472129,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,24,College,White,Female,Less than $40k,rarely/never
472130,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,64,High school or less,White,Female,$75-125k,sporadic
472131,3.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,64,Some college,Other/Mixed,Male,$75-125k,sporadic
482283,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,29,College,White,Female,$75-125k,always
472132,4.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,46,Some college,White,Female,$75-125k,sporadic
472134,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,55,High school or less,Hispanic,Male,$75-125k,always
472135,3.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,50,High school or less,Hispanic,Female,$40-75k,sporadic
472136,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,50,College,White,Female,$40-75k,always
472137,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,37,College,White,Female,$40-75k,sporadic
472138,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,48,High school or less,Other/Mixed,Female,$75-125k,rarely/never
472139,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,79,High school or less,White,Female,Less than $40k,always
472140,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,37,High school or less,White,Male,$125k or more,rarely/never
472144,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,66,High school or less,White,Female,$75-125k,always
472146,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,67,Some college,White,Female,$40-75k,sporadic
472147,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,33,Some college,White,Female,$75-125k,sporadic
472148,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,57,High school or less,White,Female,$75-125k,sporadic
472151,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,40,High school or less,White,Female,Less than $40k,rarely/never
472152,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,60,Some college,White,Female,$40-75k,always
482305,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,50,High school or less,Black,Male,$40-75k,sporadic
472154,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,61,High school or less,White,Female,$40-75k,always
472157,3.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,71,Some college,White,Female,$75-125k,sporadic
472159,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,23,College,White,Female,$75-125k,rarely/never
