RespID,ppl_like_you,President,Congress,Supreme_Court,CDC,Election_officials,Intelligence,Media,Police,USPS,age,education,race,gender,income_cat,voter_cat
474497,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,29,Some college,Hispanic,Male,$40-75k,sporadic
474498,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,66,Some college,White,Male,$75-125k,always
474500,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,40,Some college,Black,Female,$75-125k,always
474501,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,58,College,White,Male,$75-125k,rarely/never
474502,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,30,High school or less,White,Female,$75-125k,always
474503,1.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,68,High school or less,White,Male,Less than $40k,sporadic
474504,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,84,Some college,White,Female,Less than $40k,sporadic
474505,3.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,72,College,White,Male,$125k or more,always
474506,4.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,39,Some college,Black,Female,Less than $40k,sporadic
474507,1.0,,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,71,College,White,Male,$75-125k,always
474508,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,64,Some college,White,Male,Less than $40k,always
474509,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,80,College,White,Male,$125k or more,always
474511,3.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,50,High school or less,Hispanic,Male,$40-75k,sporadic
474514,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,27,High school or less,Hispanic,Male,$40-75k,always
474515,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,45,College,White,Female,$75-125k,always
474520,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,28,Some college,White,Male,Less than $40k,rarely/never
474523,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,39,High school or less,Hispanic,Female,$75-125k,sporadic
474524,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,47,Some college,Hispanic,Female,$75-125k,always
474525,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,44,Some college,Hispanic,Female,Less than $40k,sporadic
474526,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,50,Some college,Black,Male,Less than $40k,sporadic
474527,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,69,College,White,Male,$75-125k,sporadic
484850,3.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,70,High school or less,White,Female,$40-75k,sporadic
474528,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,56,High school or less,Hispanic,Male,Less than $40k,sporadic
474529,3.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,66,High school or less,White,Female,$75-125k,always
474530,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,51,College,White,Male,$125k or more,sporadic
474532,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,41,High school or less,Hispanic,Female,$40-75k,sporadic
474533,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,30,High school or less,White,Male,Less than $40k,rarely/never
474535,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,45,High school or less,Hispanic,Male,$40-75k,sporadic
474536,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,28,Some college,White,Male,$40-75k,rarely/never
474537,3.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,41,Some college,Black,Male,Less than $40k,sporadic
474538,3.0,1.0,2.0,,3.0,3.0,3.0,3.0,1.0,1.0,42,College,Hispanic,Male,$75-125k,sporadic
474539,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,65,Some college,Black,Male,$40-75k,always
484864,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,31,High school or less,Black,Male,Less than $40k,rarely/never
474541,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,39,High school or less,White,Female,$75-125k,rarely/never
484866,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,29,College,White,Male,$125k or more,always
474542,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,42,Some college,White,Male,$75-125k,rarely/never
474544,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,29,College,Hispanic,Female,$40-75k,sporadic
474545,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,55,College,White,Female,$125k or more,sporadic
474546,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,45,College,Other/Mixed,Female,$125k or more,sporadic
474547,4.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,26,College,Hispanic,Male,$40-75k,always
474548,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,70,College,Black,Male,$125k or more,always
474550,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,25,Some college,Black,Male,Less than $40k,always
474552,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,68,College,White,Female,$40-75k,always
474553,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,66,College,Black,Female,$40-75k,always
484880,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,28,High school or less,Other/Mixed,Female,$40-75k,rarely/never
474554,3.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,81,High school or less,White,Female,$75-125k,sporadic
474555,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,42,College,White,Female,$125k or more,sporadic
474556,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,77,Some college,Hispanic,Male,$125k or more,rarely/never
474557,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,82,High school or less,Other/Mixed,Female,$75-125k,always
474558,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,68,Some college,White,Female,$75-125k,sporadic
474559,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,60,High school or less,White,Female,Less than $40k,sporadic
474560,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,65,High school or less,White,Female,$75-125k,always
474561,2.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,71,Some college,Hispanic,Male,$40-75k,sporadic
474562,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,42,High school or less,White,Female,$40-75k,sporadic
474563,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,59,Some college,Black,Female,$40-75k,always
474564,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,72,High school or less,White,Male,$40-75k,sporadic
474565,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,63,College,Hispanic,Female,$75-125k,always
474566,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,61,College,Hispanic,Male,$125k or more,always
474567,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,59,High school or less,White,Male,$75-125k,sporadic
474568,4.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,69,College,White,Male,$40-75k,sporadic
474569,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,60,College,White,Male,$75-125k,always
474570,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,42,Some college,Hispanic,Female,Less than $40k,rarely/never
474571,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,72,Some college,Black,Female,Less than $40k,sporadic
474572,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,66,High school or less,White,Female,$75-125k,always
474573,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,78,Some college,White,Male,$40-75k,sporadic
474576,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,50,Some college,Black,Female,$75-125k,sporadic
474579,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,59,College,Black,Female,$125k or more,always
474580,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,64,Some college,White,Male,$40-75k,always
474583,2.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,82,College,White,Female,$40-75k,sporadic
474586,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,65,College,Hispanic,Male,$125k or more,sporadic
474587,2.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,72,High school or less,White,Female,Less than $40k,sporadic
474588,2.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,62,Some college,Black,Male,$40-75k,sporadic
474589,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,82,College,White,Male,$125k or more,always
474590,3.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,76,College,White,Female,$125k or more,always
474591,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,45,College,White,Male,$125k or more,sporadic
474592,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,83,Some college,White,Female,$125k or more,always
474593,3.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,47,College,Hispanic,Male,$125k or more,sporadic
474594,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,57,High school or less,White,Female,$75-125k,always
474595,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,49,College,White,Male,$125k or more,always
474596,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,84,College,Black,Male,$125k or more,sporadic
474600,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,73,College,White,Female,$40-75k,always
474601,3.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,39,College,White,Male,$75-125k,always
474603,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,54,High school or less,White,Female,Less than $40k,sporadic
474604,3.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,78,College,White,Male,$125k or more,sporadic
474605,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,44,Some college,White,Male,$125k or more,rarely/never
474606,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,77,College,White,Male,$125k or more,rarely/never
474607,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,51,High school or less,White,Male,$40-75k,sporadic
474612,2.0,4.0,2.0,,2.0,3.0,2.0,2.0,3.0,2.0,79,Some college,White,Female,$40-75k,sporadic
474613,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,67,High school or less,White,Female,Less than $40k,always
474614,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,62,Some college,Black,Male,Less than $40k,sporadic
474615,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,65,College,White,Male,Less than $40k,always
474616,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,65,Some college,Black,Female,$40-75k,always
484944,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,29,College,White,Female,$125k or more,sporadic
474617,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,85,College,White,Female,Less than $40k,always
474618,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,73,College,White,Male,$125k or more,always
474619,3.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,64,College,White,Male,$125k or more,always
474620,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,44,College,White,Female,$125k or more,always
474621,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,44,Some college,White,Female,$40-75k,sporadic
474622,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,76,College,Other/Mixed,Male,$125k or more,always
474624,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,28,College,White,Female,$125k or more,rarely/never
484953,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,73,College,White,Male,Less than $40k,rarely/never
474625,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,36,College,Other/Mixed,Male,$125k or more,sporadic
474626,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,55,College,White,Male,$125k or more,sporadic
474627,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,65,Some college,White,Male,Less than $40k,sporadic
474629,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,26,Some college,Hispanic,Female,$40-75k,rarely/never
484959,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,61,College,Hispanic,Male,$125k or more,always
474631,3.0,4.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,23,Some college,White,Male,$75-125k,always
474632,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,63,High school or less,White,Male,Less than $40k,always
474633,3.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,35,College,White,Male,$125k or more,sporadic
474634,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,42,High school or less,White,Male,$75-125k,sporadic
474635,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,64,College,Black,Female,$75-125k,always
474636,3.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,52,High school or less,White,Male,$40-75k,sporadic
474637,3.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,54,Some college,White,Male,Less than $40k,always
474638,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,68,College,White,Female,$125k or more,always
474639,4.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,58,High school or less,White,Male,Less than $40k,sporadic
474640,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,69,College,White,Male,$125k or more,rarely/never
474641,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,27,College,White,Male,$75-125k,sporadic
474642,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,64,Some college,Hispanic,Male,$75-125k,always
474643,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,42,College,White,Female,$125k or more,always
474644,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,41,Some college,Hispanic,Male,$40-75k,sporadic
474646,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,51,High school or less,White,Female,Less than $40k,rarely/never
474647,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,73,College,Black,Male,$40-75k,always
484978,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,62,College,Black,Male,$75-125k,always
474648,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,81,High school or less,White,Female,$40-75k,always
474649,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,27,High school or less,Hispanic,Male,$40-75k,rarely/never
474650,4.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,65,High school or less,White,Female,Less than $40k,sporadic
474651,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,49,High school or less,White,Female,$125k or more,sporadic
474653,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,72,College,White,Female,$40-75k,sporadic
474654,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,67,Some college,White,Male,$75-125k,always
474655,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,68,High school or less,Hispanic,Female,Less than $40k,sporadic
474656,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,25,College,Hispanic,Female,$75-125k,rarely/never
474657,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,67,College,Other/Mixed,Male,$125k or more,sporadic
474658,2.0,,,,,,,,,,25,High school or less,White,Female,Less than $40k,always
474660,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,25,High school or less,White,Male,$40-75k,rarely/never
474661,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,53,College,White,Female,$125k or more,sporadic
474663,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,39,College,Hispanic,Male,$40-75k,sporadic
474665,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,70,College,White,Female,$75-125k,always
474666,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,59,Some college,White,Male,$40-75k,always
474667,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,28,Some college,Hispanic,Female,$40-75k,rarely/never
474668,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,42,Some college,White,Male,$125k or more,sporadic
474670,4.0,4.0,3.0,1.0,1.0,,1.0,2.0,3.0,2.0,51,College,Hispanic,Female,$125k or more,sporadic
474671,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,42,High school or less,White,Male,$75-125k,rarely/never
474672,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,62,High school or less,Hispanic,Male,Less than $40k,sporadic
474673,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,64,College,White,Female,$75-125k,sporadic
474674,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,38,College,White,Male,$75-125k,rarely/never
474676,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,46,Some college,Black,Female,Less than $40k,rarely/never
474677,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,32,High school or less,Black,Female,Less than $40k,rarely/never
474683,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,40,Some college,Other/Mixed,Female,$125k or more,rarely/never
474685,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,28,Some college,Hispanic,Male,$40-75k,rarely/never
485018,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,32,College,Hispanic,Female,$125k or more,sporadic
474687,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,72,High school or less,Hispanic,Female,Less than $40k,always
474688,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,29,Some college,White,Female,$40-75k,always
474689,4.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,51,Some college,White,Female,$75-125k,rarely/never
474690,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,54,Some college,White,Female,Less than $40k,rarely/never
474691,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,58,College,White,Male,$75-125k,sporadic
474692,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,40,High school or less,White,Female,$75-125k,rarely/never
474694,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,53,High school or less,White,Male,$75-125k,sporadic
474695,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,56,College,Black,Male,$75-125k,always
474697,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,61,High school or less,Hispanic,Female,Less than $40k,sporadic
474699,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,66,High school or less,White,Female,Less than $40k,rarely/never
474700,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,1.0,2.0,66,Some college,White,Female,$75-125k,always
474701,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,37,College,White,Male,Less than $40k,rarely/never
474702,3.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,42,College,White,Male,$75-125k,always
474703,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,74,Some college,White,Male,$40-75k,rarely/never
474704,4.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,78,College,White,Female,$40-75k,always
474705,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,67,College,Black,Female,$75-125k,always
474706,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,69,High school or less,White,Female,$125k or more,sporadic
474708,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,73,College,White,Female,Less than $40k,sporadic
474710,3.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,54,Some college,White,Male,$125k or more,always
474711,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,66,Some college,White,Female,$40-75k,sporadic
474712,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,68,Some college,Hispanic,Male,$40-75k,sporadic
474713,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,38,College,White,Female,$125k or more,sporadic
474714,3.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,64,Some college,White,Male,$125k or more,always
474716,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,36,Some college,Hispanic,Female,Less than $40k,sporadic
474717,4.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,79,High school or less,White,Female,Less than $40k,rarely/never
474718,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,26,College,White,Female,$75-125k,always
474719,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,33,College,Other/Mixed,Male,$125k or more,rarely/never
474721,4.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,83,College,Hispanic,Male,$40-75k,always
474722,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,54,Some college,Hispanic,Female,$75-125k,sporadic
474724,3.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,56,Some college,White,Male,$125k or more,rarely/never
474726,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,47,High school or less,White,Male,$75-125k,sporadic
474728,2.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,63,College,White,Male,$40-75k,rarely/never
474729,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,77,College,White,Female,$125k or more,sporadic
474730,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,22,High school or less,White,Female,$125k or more,always
485065,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,28,Some college,White,Female,Less than $40k,rarely/never
474731,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,38,High school or less,White,Male,$75-125k,rarely/never
474732,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,59,College,Hispanic,Male,$125k or more,sporadic
474733,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,74,Some college,White,Female,$125k or more,sporadic
474738,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,36,College,Black,Female,$40-75k,sporadic
474740,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,59,High school or less,White,Female,$40-75k,rarely/never
474741,2.0,4.0,3.0,2.0,2.0,3.0,,,1.0,1.0,56,Some college,White,Male,$125k or more,sporadic
474742,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,43,College,White,Male,$125k or more,sporadic
474745,3.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,61,Some college,Black,Male,$75-125k,sporadic
474746,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,28,College,White,Male,$40-75k,rarely/never
474747,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,45,College,Other/Mixed,Female,$40-75k,sporadic
474749,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,29,College,White,Female,$40-75k,always
474750,3.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,37,Some college,White,Female,$40-75k,sporadic
474751,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,55,High school or less,White,Female,$40-75k,rarely/never
474752,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,81,College,White,Male,$40-75k,sporadic
474753,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,59,Some college,White,Female,Less than $40k,sporadic
474754,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,38,High school or less,Hispanic,Female,Less than $40k,sporadic
474755,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,73,High school or less,White,Male,Less than $40k,rarely/never
474756,4.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,50,College,Hispanic,Female,$125k or more,rarely/never
474757,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,75,Some college,Black,Male,$75-125k,sporadic
474758,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,51,Some college,White,Male,$40-75k,sporadic
474760,2.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,43,College,White,Female,$75-125k,always
474761,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,52,High school or less,White,Female,$40-75k,sporadic
474762,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,40,Some college,White,Female,$125k or more,rarely/never
474763,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,57,High school or less,White,Male,$125k or more,sporadic
474764,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,87,Some college,White,Male,Less than $40k,sporadic
474766,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,35,Some college,Other/Mixed,Female,Less than $40k,rarely/never
485102,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,58,Some college,Hispanic,Male,$125k or more,sporadic
474767,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,57,College,White,Male,$125k or more,sporadic
485104,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,32,Some college,White,Male,$125k or more,always
